FID,COMMUNE,P_CODE,C_CODE,DISTRICT,DIST_PCODE,D_CODE,REGION,REG_PCODE,R_CODE,SOURCE,Shape__Area,Shape__Length
127,Antsirabe Afovoany Atsinanana,MDG12108004,108004,Antsirabe I,MDG12108,108,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",33960745.7832031,35482.5735461622
128,Manodidina Ny Gara Ambilombe,MDG12108005,108005,Antsirabe I,MDG12108,108,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",16241877.6328125,24792.587656479
129,Mahazoarivo Avarabohitra,MDG12108006,108006,Antsirabe I,MDG12108,108,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",33310173.5517578,27369.584422884
130,Betafo,MDG12109010,109010,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",61386017.4453125,41874.2861735515
131,Andranomafana,MDG12109030,109030,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",33472925.4677734,28101.0967550632
132,Mandritsara,MDG12109050,109050,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",53612304.0507813,36189.6399742493
133,Alakamisy Anativato,MDG12109070,109070,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",33945185.1416016,35872.0818323664
134,Antsoso,MDG12109090,109090,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",49235804.6767578,35720.1203888388
135,Tritriva,MDG12109110,109110,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",46973143.5605469,37365.180783962
136,Soavina,MDG12109130,109130,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",151850529.361328,60741.9057215432
137,Manohisoa,MDG12109150,109150,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",243779578.50293,89356.0132242594
138,Ambatonikolahy,MDG12109170,109170,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",219734754.94043,70616.256071939
139,Antohobe,MDG12109190,109190,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",120917669.368164,68236.7888924095
140,Mahaiza,MDG12109211,109211,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",274291547.540039,81991.0188927304
141,Anosiarivo Manapa,MDG12109212,109212,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",548230310.041016,117518.733480867
142,Alakamisy Marososona,MDG12109230,109230,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",229119621.006836,81697.6858112034
143,Ambohimanambola,MDG12109250,109250,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",643772108.181641,155214.465774074
144,Ambohimasina,MDG12109270,109270,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",261526395.71582,105796.793887395
145,Inanantonana,MDG12109290,109290,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",136719468.367188,77778.2902976722
146,Alarobia Bemaha,MDG12109390,109390,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",229375219.424805,88242.7737604412
147,Andrembesoa,MDG12109490,109490,Betafo,MDG12109,109,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1388734252.78711,226230.009334945
148,Ambatolampy,MDG12110010,110010,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",32006176.5,22797.8670678271
149,Morarano,MDG12110030,110030,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",42024234.0439453,29717.820800768
150,Ambohipihaonana,MDG12110050,110050,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",83631759.9990234,63009.0825924428
151,Manjakatompo,MDG12110070,110070,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",58519536.6279297,37683.4443664503
152,Ambatondrakalavao,MDG12110090,110090,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",55091179.5224609,36345.0947995703
153,Andriambilany,MDG12110110,110110,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",64563262.4628906,49812.1510565452
154,Belambo Firaisana,MDG12110130,110130,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",89115371.5078125,48626.6451214281
155,Andravola Vohipeno,MDG12110150,110150,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",19773665.2470703,25882.1493607784
156,Tsiafajavona Ankaratra,MDG12110170,110170,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",164579049.029297,69203.6551622455
157,Ambodifarihy Fenomanana,MDG12110190,110190,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",59876719.6083984,34006.9319350768
158,Sabotsy Namatoana,MDG12110210,110210,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",97853807.6933594,56974.5500678447
159,Antanimasaka,MDG12110230,110230,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",50591695.3203125,33640.9991726521
160,Behenjy,MDG12110250,110250,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",153535276.78125,69760.4543640589
161,Antsampandrano,MDG12110270,110270,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",131134961.90625,55478.1884128594
162,Antanamalaza,MDG12110291,110291,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",70846113.3183594,47258.8534630205
163,Antakasina,MDG12110292,110292,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",214665732.495117,85318.1436352745
164,Tsinjoarivo,MDG12110310,110310,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",377794765.066406,111880.671484339
165,Andranovelona,MDG12110330,110330,Ambatolampy,MDG12110,110,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",101506076.734375,48935.5879485016
166,Tsiroanomandidy Fihaonana,MDG14111030,111030,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1480154588.46094,246173.11976552
167,Ambatolampy,MDG14111051,111051,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",244139536.026367,70418.4459613416
168,Maritampona,MDG14111052,111052,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",227877947.695313,111557.485544408
169,Bevato,MDG14111070,111070,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",433009058.921875,124836.891531605
170,Ankadinondry Sakay,MDG14111090,111090,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",460260298.904297,149666.013710279
171,Ankerana Avaratra,MDG14111110,111110,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",359928388.994141,96349.1093652812
172,Miandrarivo,MDG14111130,111130,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",393421485.380859,122045.464127682
173,Tsinjoarivo Imanga,MDG14111150,111150,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",362909946.716797,114865.256810336
174,Soanierana,MDG14111170,111170,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",287616684.496094,86956.2180441034
175,Anosy,MDG14111190,111190,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",194238069.631836,78807.2382593144
176,Ambararatabe,MDG14111210,111210,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",169289139.420898,73895.5188165763
177,Belobaka,MDG14111230,111230,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1984780318.6582,265776.862711791
178,Ambalanirana,MDG14111250,111250,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",338753578.382813,99619.9287430919
179,Mahasolo,MDG14111270,111270,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",467885755.352539,121545.364080579
180,Bemahatazana,MDG14111290,111290,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1606454339.51465,266701.451006272
181,Fierenana,MDG14111310,111310,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2265616344.20215,404358.681369393
182,Maroharona,MDG14111330,111330,Tsiroanomandidy,MDG14111,111,Bongolava,MDG14,14,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",574873181.930664,156600.477007254
183,Miarinarivo I,MDG13112010,112010,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",20156312.3359375,19595.692784893
184,Miarinarivo II,MDG13112030,112030,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",230965221.301758,94258.4148355122
185,Ambatomanjaka,MDG13112050,112050,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",478693376.499023,116357.89266239
186,Manazary,MDG13112071,112071,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",140018327.570313,54654.3006514077
187,Antoby Est,MDG13112072,112072,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",111938057.072266,54549.8141875126
188,Soamahamanina,MDG13112090,112090,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",186494757.662109,82676.2410848138
189,Analavory,MDG13112111,112111,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",321299045.416992,126202.819808411
190,Alatsinainikely,MDG13112112,112112,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",198799395.667969,82035.9138651741
191,Mandiavato,MDG13112130,112130,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",281191609.226563,83390.9556288815
192,Anosibe Ifanja,MDG13112151,112151,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",70908006.5488281,47734.9249265661
193,Sarobaratra Ifanja,MDG13112152,112152,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",140202811.191406,55592.5002506596
194,Zoma Bealoka,MDG13112170,112170,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",135869572.84082,59037.4079921469
195,Soavimbazaha,MDG13112190,112190,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",170276051.855469,65753.0293908015
196,Andolofotsy,MDG13112210,112210,Miarinarivo,MDG13112,112,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",410532754.788086,101587.591336013
197,Soavinandriana,MDG13113011,113011,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",224795591.179688,81091.57290373
198,Dondona,MDG13113012,113012,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",64140019.71875,44209.1271406401
199,Ampary,MDG13113030,113030,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",48355444.5869141,33630.9281965284
200,Mananasy,MDG13113050,113050,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",186824439.84082,67989.6674515749
201,Masindray,MDG13113071,113071,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",56274461.1611328,48902.4512515406
202,Amparibohitra,MDG13113072,113072,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",47049301.890625,37079.9329439298
203,Ampefy,MDG13113090,113090,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",76639008.2548828,50109.336464657
204,Antanetibe,MDG13113110,113110,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",50894843.4033203,50144.5577427968
205,Amparaky,MDG13113131,113131,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",126001234.879883,64396.6315823561
206,Amberomanga,MDG13113132,113132,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",94881482.1777344,63028.638771609
207,Ankaranana,MDG13113150,113150,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",63029349.4873047,38202.6788733885
208,Mahavelona,MDG13113170,113170,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",217936200.143555,82413.025263858
209,Ankisabe,MDG13113190,113190,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",327424428.326172,97361.4226229286
210,Ambatoasana Centre,MDG13113210,113210,Soavinandriana,MDG13113,113,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",132024657.757813,64561.6512775835
